goodsNo,name,cat1,cat2,cat3,brand,imgUrl,price,ratingCnt,rating,capacity,mainPoint,useDate,howUse,material,link,feature1,feature2,feature3,skinTypeDry,skinTypeCombination,skinTypeOily,skinConcernsMoisturizing,skinConcernsSoothing,skinConcernsWrinkleWhitening,stimulationMild,stimulationCommon,stimulationHard
A000000178002,에스트라 에이시카365 수분진정결토너 250ml 기획(+토너 50ml 증정),스킨케어,스킨/토너,스킨/토너,에스트라,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017800204ko.jpg?l=ko,"30,000",2067,4.8,250ml,모든 피부용,36개월 (개봉 후 1년),"아침 저녁 적당량을 손에 덜어 피부결에 따라 부드럽게 펴발라 흡수시켜줍니다.
* 화장솜을 이용해 토너를 닦아내듯이 사용하는 방법은 민감피부에 자극이 될 수 있으므로 손에 덜어 사용하는 방법을 추천드립니다.","정제수, 부틸렌글라이콜, 글리세린, 글루코노락톤, 트로메타민, 1,2-헥산다이올, 판테놀, 프로판다이올, 폴리쿼터늄-51, 에틸헥실글리세린, 다이소듐이디티에이, 마데카소사이드, 베타-글루칸, 폴리글리세릴-10라우레이트, 토코페롤, 스쿠알란, 피토스테롤",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000178002&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=43,피부타입,피부고민,자극도,33%,55%,12%,35%,65%,1%,75%,25%,1%
A000000182686,에스트라 테라크네365 하이드로 액티브 토너 200ml,스킨케어,스킨/토너,스킨/토너,에스트라,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018268602ko.jpg?l=ko,"30,000",416,4.7,200ml,모든 피부용,36개월 (개봉 후 1년),세안 후 적당량을 손에 덜어 얼굴 전체에 부드럽게 발라 흡수시켜 줍니다.,"정제수, 부틸렌글라이콜, 글리세린, 나이아신아마이드, 아이소펜틸다이올, 베타인, 판테놀, 알란토인, 다이포타슘글리시리제이트, 잔탄검, 다이소듐이디티에이, 에틸헥실글리세린, 셀룰로오스검, 살리실릭애씨드, 징크클로라이드, 토코페롤",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182686&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=44,피부타입,피부고민,자극도,18%,59%,24%,32%,68%,1%,67%,31%,2%
A000000137180,[대용량] 라운드랩 1025 독도 토너 (본품500ml+100ml 추가 증정),스킨케어,스킨/토너,스킨/토너,라운드랩,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013718034ko.jpg?l=ko,"29,800",9756,4.8,[본품]라운드랩 1025 독도 토너 500ml+[증정품]라운드랩 1025 독도 토너 100ml,모든 피부용,"제조일로부터 36개월, 개봉 후 12개월 이내 사용","세안 후 적당량을 덜어 화장솜에 충분히 적신 뒤, 피부결을 따라 부드럽게 닦아내어 피부를 정돈시켜줍니다.","정제수, 부틸렌글라이콜, 글리세린, 펜틸렌글라이콜, 프로판다이올, 아이리쉬모스추출물, 사탕수수추출물, 해수, 1,2-헥산다이올, 프로테아제, 베타인, 판테놀, 에틸헥실글리세린, 알란토인, 잔탄검, 다이소듐이디티에이",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000137180&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=45,피부타입,피부고민,자극도,22%,62%,16%,41%,59%,1%,80%,20%,1%
A000000004434,바이오더마 하이드라비오 토너 250ml,스킨케어,스킨/토너,스킨/토너,바이오더마,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000443410ko.jpg?l=ko,"29,000",8981,4.8,250ml,"수분 부족, 건성 피부 및 모든 피부","제조일로부터 3년 이내의 상품을 순차적으로 발송, 개봉 후 6개월",세안 후 화장솜에 적당량을 덜어 피부에 부드럽게 패딩해 줍니다.,"정제수, 글리세린, 폴리솔베이트20, 다이소듐이디티에이, 세트리모늄브로마이드, 나이아신아마이드, 자일리톨, 알란토인, 프룩토올리고사카라이드, 만니톨, 헥실데칸올, 소듐하이드록사이드, 시트릭애씨드, 람노오스, 사과씨추출물, 유채스테롤, 토코페롤, 향료료",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000004434&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=46,피부타입,피부고민,자극도,39%,52%,10%,68%,32%,1%,78%,22%,1%
A000000188048,브링그린 대나무히알루수분토너500mL_NEW,스킨케어,스킨/토너,스킨/토너,브링그린,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018804802ko.jpg?l=ko,"27,000",2126,4.8,500ML,모든 피부용,제조일로부터 36개월/개봉후 12개월,"세안 후 화장솜에 내용물을 충분히 덜어 피부결에 따라 닦아내거나, 적당량을 얼굴에 펴 바른 후 톡톡 두드리며 흡수시켜 줍니다.","왕대수액, 정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 소듐하이알루로네이트, 접시꽃추출물, 왕대추출물, 판테놀, 에틸헥실글리세린, 알란토인, 베타-글루칸, 토코페롤, 잔탄검, 다이소듐이디티에이",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000188048&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=47,피부타입,피부고민,자극도,29%,55%,16%,54%,46%,0%,75%,25%,0%
A000000174023,[NEW] 닥터지 레드 블레미쉬 클리어 모이스처 토너세트 (본품 300ml+크림30ml),스킨케어,스킨/토너,스킨/토너,닥터지,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017402312ko.jpg?l=ko,"25,600",849,4.8,토너 300ml + 크림 30ml,모든 피부용,36개월 (개봉후 12개월),"세안 후, 스킨케어 첫 단계에서 손바닥에 적당량을 취해 피부 결을 따라 부드럽게 펴 바른 후 두드려 흡수시켜줍니다.","병풀추출물, 정제수, 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 트루로즈오브예리코추출물, 판테놀, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 베타인, 카프릴릴글라이콜, 폴리아크릴레이트크로스폴리머-6, 에틸헥실글리세린, 폴리쿼터늄-51, 다이소듐이디티에이, 알란토인, 솔비탄아이소스테아레이트, 다이프로필렌글라이콜, 하이드로제네이티드레시틴, 소듐하이알루로네이트, t-부틸알코올, 수크로오스다이스테아레이트, 포타슘하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 마데카소사이드, 세라마이드엔피, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 소듐아세틸레이티드하이알루로네이트",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174023&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=48,피부타입,피부고민,자극도,40%,53%,7%,57%,43%,0%,76%,24%,1%
A000000183408,[단독기획]에뛰드 순정 약산성 5.5 진정 토너 700ml 대용량 기획(350ml+리필350ml),스킨케어,스킨/토너,스킨/토너,에뛰드,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018340810ko.png?l=ko,"24,900",342,4.9,용량 350ml+리필 350ml / 중량 882g,모든 피부 타입,개봉전 36개월 / 개봉후 12개월,"세안 후, 손바닥에 내용물을 덜어 펴 바른 후 가볍게 두드려 흡수시켜 주세요. 쉽게 자극받는 피부라면 냉장고에 넣어 차갑게 사용하거나, 화장솜 또는 건시트에 적셔 시트 팩을 하듯 사용해 주세요.","정제수
프로판디올
글리세린
베타인
판테놀
1,2-헥산디올
폴리글리세린-3
에칠헥실글리세린
디소듐이디티에이
카보머
마데카소사이드
부틸렌글라이콜
황금추출물
토코페롤
녹차추출물",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183408&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=49,피부타입,피부고민,자극도,30%,65%,5%,42%,58%,0%,79%,21%,1%
A000000145277,[유튜버추천] 닥터디퍼런트 스케일링 토너 200ml (지성용),스킨케어,스킨/토너,스킨/토너,닥터디퍼런트,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014527704ko.jpg?l=ko,"24,000",239,4.7,200ml,지성 피부,"개봉전 30개월, 개봉 후 12개월","세안 후, 적당량을 덜어 부드럽게 펴바르고 두드려 흡수시켜 줍니다.","정제수, 부틸렌글라이콜, 1,2-헥산다이올, 글리세린, 소듐시트레이트, 살리실릭애씨드, 카프릴릴글라이콜, 에틸헥실글리세린, 폴리글리세릴-10라우레이트, 폴리글리세릴-4라우레이트, 다이프로필렌글라이콜, 락틱애씨드, 글라이콜릭애씨드, 하이드롤라이즈드글라이코사미노글리칸, 카프릴로일살리실릭애씨드, 징크피씨에이, 시트릭애씨드, 소듐글루코네이트, 석시닉애씨드, 글루코노락튼, 소듐클로라이드, 흰버드나무껍질추출물, 파스향나무잎추출물, 소듐하이알루로네이트, 로즈힙열매추출물",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145277&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=50,피부타입,피부고민,자극도,4%,30%,66%,14%,81%,5%,53%,41%,6%
A000000179544,[수분진정] 비플레인 시카테롤 토너 200ml,스킨케어,스킨/토너,스킨/토너,비플레인,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017954417ko.jpg?l=ko,"24,000",452,4.8,200ml,모든 피부용,개봉 전 36개월 / 개봉 후 12개월,세안 후 적당량을 취해 피부 결을 따라 부드럽게 펴바른 후 가볍게 두드려 흡수시켜줍니다.,"병풀추출물(97.9%), 1,2-헥산다이올, 베타-시토스테롤",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179544&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=51,피부타입,피부고민,자극도,24%,54%,22%,21%,79%,0%,82%,18%,0%
A000000191246,[탄력광채] 넘버즈인 3번 결광가득 에센스 토너 200ml 기획 (+50ml 증정),스킨케어,스킨/토너,스킨/토너,넘버즈인,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0019/A00000019124604ko.jpg?l=ko,"24,000",2914,4.7,[본품] 200ml / [증정] 50ml,모든 피부,제조일로부터 36개월 / 개봉 후 12개월 이내 사용,"세안 후, 스킨케어 첫 단계에서 화장솜에 적셔 피부결을 정돈해준 뒤 손바닥에 덜어 피부결을 따라 얼굴 전체를 감싸듯이 레이어링해줍니다.","정제수, 다이프로필렌글라이콜, 글리세레스-26, 1,2-헥산다이올, 나이아신아마이드, 부틸렌글라이콜, 글리세린, 메틸글루세스-20, 메도우스위트추출물, 락토코쿠스/녹두추출물발효여과물, 락토바실러스/쌀발효물, 클로렐라발효물, 락토바실러스/조류추출발효물, 효모/포도발효추출물, 락토바실러스/호박발효추출물, 락토바실러스/콩발효추출물, 락토바실러스/콩추출물발효여과물, 효모/쌀발효여과추출물, 효모/보리씨발효여과물, 효모/칼슘발효물, 효모/슈가캘프발효물, 효모/감자추출물발효여과물, 락토바실러스/여바산타발효추출물, 락토바실러스/부레옥잠발효물, 락토바실러스/호밀가루발효물, 락토바실러스/히비스커스꽃발효여과물, 락토바실러스/우유발효여과물, 락토바실러스/홍삼발효여과물, 락토바실러스/아세로라체리발효물, 락토바실러스발효물, 락토바실러스발효용해여과물, 락토코커스/우유발효용해물, 락토코쿠스발효물, 락토코쿠스발효추출물, 락토코쿠스발효용해물, 스트렙토코쿠스 테르모필루스발효물, 흑효모발효여과물, 비피다발효여과물, 비피다발효추출물, 류코노스톡/무발효여과물, 락토바실러스/고추냉이뿌리발효추출물, 락토바실러스/석류발효추출물, 바실러스/글루타믹애씨드발효여과물, 바실러스/쌀겨추출물/콩추출물발효여과물, 모나스커스/쌀발효물, 효모/쌀겨발효여과추출물, 효모/쌀겨발효물, 락토바실러스/배즙발효여과물, 피키아발효용해여과물, 알테로모나스발효추출물, 효모/율무씨발효여과물, 효모/콩단백질발효물 , 스핑고모나스발효추출물, 효모/공작석발효물, 효모발효물, 효모발효여과물, 스키조사카로미세스발효여과물, 아스퍼질러스발효물, 아스퍼질러스/글루코오스/콩/전분발효여과물, 센티드제라늄꽃오일 , 소듐하이알루로네이트, 폴리글리세릴-10라우레이트, 세테아릴알코올, 베타인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 폴리쿼터늄-51, 하이드록시에틸셀룰로오스, 아데노신, 제라니올, 시트로넬올",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000191246&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=52,피부타입,피부고민,자극도,41%,53%,6%,68%,24%,8%,65%,33%,2%
A000000191239,코스알엑스 풀핏 프로폴리스 시너지 토너 280ml 더블기획,스킨케어,스킨/토너,스킨/토너,코스알엑스,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0019/A00000019123909ko.jpg?l=ko,"23,500",3583,4.8,280ml + 280ml,모든 피부 타입,제조일로부터 36개월 / 개봉 후 12개월,스킨케어 첫 단계에서 본품 적당량을 취해 골고루 흡수 시킵니다,"프로폴리스추출물, 꿀추출물, 부틸렌글라이콜, 1,2-헥산다이올, 글리세린, 베타인, 결명자추출물, 판테놀, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 에틸헥실글리세린, 소듐하이알루로네이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카프릴릭/카프릭트라이글리세라이드",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000191239&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=53,피부타입,피부고민,자극도,54%,42%,4%,78%,22%,1%,73%,25%,2%
A000000192159,[모공/수분] 메디필 히알루론산 레이어 물톡스 토너 300ml 기획 (+크림 미니어처 20g 구성),스킨케어,스킨/토너,스킨/토너,메디필,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0019/A00000019215911ko.jpg?l=ko,"20,800",98,4.6,300ml / 20g,닦을수록 수분광이 차오르는 진짜 수분 토너,제조일로부터 30개월 / 개봉 후 12개월,"세안 후, 화장솜을 사용하여 피부 결 안쪽에서 바깥쪽으로 부드럽게 닦아 내듯 펴 바릅니다.","[토너]
정제수, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 쇠비름추출물, 병풀추출물, 무화과추출물, 트루로즈오브예리코추출물, 병풀뿌리추출물, 에난티아 클로란타껍질추출물, 아이비고드열매추출물, 가지열매추출물, 알로에베라꽃추출물, 울금뿌리추출물, 지모뿌리추출물, 참산호말추출물, 홀리바질잎추출물, 하이드로제네이티드레시틴, 소듐하이알루로네이트(100.1 ppm), 소듐시트레이트, 아데노신, 다이소듐이디티에이, 알란토인, 폴리글루타믹애씨드, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 세라마이드엔피, 글리세릴글루코사이드, 콜라겐, 류코노스톡/무발효여과물, 엑토인, 글라이신, 글루타믹애씨드, 수크로오스다이스테아레이트, 스쿠알란, 알지닌, 올레아놀릭애씨드, 카프릴릭/카프릭트라이글리세라이드, 프로판다이올, 하이드로제네이티드폴리아이소부텐, 하이드록시프로필사이클로덱스트린, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 하이드록시아세토페논, 에틸헥실글리세린, 시트릭애씨드
[크림]
정제수, 스쿠알란, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 베타인, 글리세릴글루코사이드, 판테놀, 폴리글리세린-3, 폴리메틸실세스퀴옥세인, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 하이드롤라이즈드치자추출물, 병풀뿌리추출물, 에난티아 클로란타껍질추출물, 지모뿌리추출물, 밀펩타이드, 소듐하이알루로네이트(200 ppm), 쌀겨오일, 하이드로제네이티드레시틴, 해바라기씨오일, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 알지닌, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글루코오스, 아데노신, 말토덱스트린, 자일리톨, 부틸렌글라이콜, 알란토인, 엑토인, 폴리글루타믹애씨드, 하이드로제네이티드폴리아이소부텐, 자일리틸글루코사이드, 안하이드로자일리톨, 수크로오스팔미테이트, 프로판다이올, 글리세릴리놀리에이트, 콜라겐, 세라마이드엔피, 토코페롤, 류코노스톡/무발효여과물, 하이드록시프로필사이클로덱스트린, 올레아놀릭애씨드, 귀리펩타이드, 카프릴릭/카프릭트라이글리세라이드, 콩폴리펩타이드, 글라이신, 글루타믹애씨드, 수크로오스다이스테아레이트, 피토스핑고신, 에틸헥실글리세린",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000192159&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=54,피부타입,피부고민,자극도,42%,50%,8%,68%,32%,0%,70%,30%,1%
A000000163417,[윤광케어] 달바 화이트 트러플 퍼스트 아로마틱 토너 155ml,스킨케어,스킨/토너,스킨/토너,달바,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016341719ko.jpg?l=ko,"20,300",347,4.7,155ml,모든 피부용,제조일로부터 30개월,"세안 후 제품을 상하로 3~5회 흔들어 내용물이 충분히 섞이게 한 뒤, 적당량 덜어 얼굴 전체에 부드럽게 펴 발라 흡수시켜 줍니다.","정제수, 다이프로필렌글라이콜, 네오펜틸글라이콜다이헵타노에이트, 글리세레스-26, 1,2-헥산다이올, 흰서양송로추출물(1,000ppm), 토코페롤, 하이드록시에틸우레아, 소듐클로라이드, 베타인, 아보카도오일, 다마스크장미꽃수, 부틸렌글라이콜, 솔비톨, 해바라기씨오일, 다이소듐이디티에이, 병풀추출물, 녹차추출물, 약모밀추출물, 쇠비름추출물, 아데노신, 올리브오일, 마카다미아씨오일, 동백나무씨오일, 달맞이꽃오일, 글루코노락톤, 글리세린, 돌콩오일, 비타민나무열매오일, 보검선인장줄기추출물, 밤껍질추출물, 감나무잎추출물, 아나토씨오일, 프로테아제, 파파인, 브로멜라인, 리파아제, 향료, 리날룰, 헥실신남알, 리모넨",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163417&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=55,피부타입,피부고민,자극도,50%,48%,2%,72%,22%,6%,69%,29%,2%
A000000005766,[저자극 유분케어] 유세린 더모퓨리파이어 토너 200ml,스킨케어,스킨/토너,스킨/토너,유세린,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0000/A00000000576608ko.jpg?l=ko,"18,200",306,4.7,200ml,"민감성, 지성 피부용","주문일로부터 1년 6개월 이내의 제조 상품 배송, 제조일로부터 30개월 이내 사용(상품에는 '제품 사용 기한' 표기)","세안 후, 화장솜에 적당량을 덜어 피부 결을 따라 부드럽게 닦아 내듯이 발라준 후, 손으로 두드려 흡수시켜 줍니다.","정제수, 변성알코올, 부틸렌글라이콜, 폴록사머124, 락틱애씨드, 피이지-40하이드로제네이티드캐스터오일, 페녹시에탄올, 소듐하이드록사이드, 글리세릴카프릴레이트, 향료",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000005766&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=56,피부타입,피부고민,자극도,8%,52%,40%,24%,74%,2%,63%,33%,4%
A000000181475,메이크프렘 인테카 진정 토너 200ml 기획 (+100ml 리필팩+크림 31ml),스킨케어,스킨/토너,스킨/토너,메이크프렘,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018147506ko.jpg?l=ko,"18,200",1066,4.8,200ml+100ml+31ml,모든 피부타입,개봉전 36개월/개봉후 12개월,세안 후 눈가를 제외한 얼굴 전체에 피부결을 따라 부드럽게 닦아줍니다.,"정제수, 다이프로필렌글라이콜, 부틸렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 하이드록시아세토페논, 글리세레스-25피씨에이아이소스테아레이트, 글리세린, 글루코노락톤, 프로판다이올, 에틸헥실글리세린, 아데노신, 병풀추출물, 다이소듐이디티에이, 잔탄검, 하이드롤라이즈드치자추출물, 하이드롤라이즈드맥아추출물, 하이드롤라이즈드삼색제비꽃추출물, 유칼립투스잎오일, 발삼아미리스껍질오일, 멕시칸주니퍼오일, 스피어민트잎오일, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 라벤더오일, 소듐하이알루로네이트, 프로테아제, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 하이드로제네이티드레시틴, 육두구커넬오일, 베르가모트오일, 버지니아풍년화잎추출물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 해바라기씨오일, 에톡시다이글라이콜",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000181475&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=57,피부타입,피부고민,자극도,14%,46%,40%,20%,80%,1%,72%,25%,3%
A000000149122,바버501 애프터 쉐이브 165ml 2종 택1,스킨케어,스킨/토너,스킨/토너,바버501,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014912203ko.jpg?l=ko,"17,900",612,4.8,165ml,모든 피부용,개봉전: 제조일로부터 36개월 / 개봉후: 개봉일로부터 12개월,"""
세안 혹은 면도 후 적당량을 손바닥에 덜어 얼굴과 목에 부드럽게
두드리듯 흡수시켜 줍니다.
""","에탄올, 정제수, 향료, 다이프로필렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 티트리꽃/잎/줄기추출물, 버지니아풍년화잎추출물, 병풀추출물, 녹차추출물, 판테놀, 멘틸락테이트, 알란토인, 글리세린, 티트리잎오일, 스피어민트잎오일, 카프릴릴글라이콜, 멘톨, 적색227호, 황색4호, 알파-아이소메틸아이오논, 벤질살리실레이트, 시트랄, 시트로넬올, 쿠마린, 헥실신남알, 리모넨, 리날룰",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149122&dispCatNo=100000100010013&trackingCd=Cat100000100010013_Small&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EC%8A%A4%ED%82%A8/%ED%86%A0%EB%84%88_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=58,피부타입,피부고민,자극도,20%,64%,16%,18%,80%,2%,37%,47%,16%
